period,depth,deviation,backstep,pivot_count,swing_count,median_swing_pips,median_bars,median_efficiency,mean_efficiency,deviation_pips
2026-06,350,175,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,17.5
2026-06,350,200,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,20.0
2026-06,350,225,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,22.5
2026-06,350,125,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,12.5
2026-06,350,150,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,15.0
2026-06,350,25,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,2.5
2026-06,350,250,60,64,63,37.00000000000036,397.0,0.13012410680706685,0.1488387483439924,25.0
2026-07,350,200,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,20.0
2026-07,350,200,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,20.0
2026-07,350,225,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,22.5
2026-07,350,225,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,22.5
2026-07,350,250,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,25.0
2026-07,350,250,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,25.0
2026-07,350,100,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,10.0
2026-07,350,100,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,10.0
2026-07,350,75,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,7.5
2026-07,350,75,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,7.5
2026-07,350,125,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,12.5
2026-07,350,125,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,12.5
2026-07,350,150,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,15.0
2026-07,350,150,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,15.0
2026-07,350,175,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,17.5
2026-07,350,175,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,17.5
2026-07,350,25,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,2.5
2026-07,350,25,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,2.5
2026-07,350,50,20,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,5.0
2026-07,350,50,40,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,5.0
2026-07,350,75,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,7.5
2026-07,350,125,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,12.5
2026-07,350,150,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,15.0
2026-07,350,175,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,17.5
2026-07,350,50,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,5.0
2026-07,350,100,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,10.0
2026-07,350,200,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,20.0
2026-07,350,225,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,22.5
2026-07,350,250,80,66,65,32.69999999999884,413.0,0.12369597615498204,0.1351132661635907,25.0
